individual_scores_id	overall_results_id	movement_id	Coefficient	Score	Points	Comment
9811201515	98	11201515	1	7	7	willing transition
9811201516	98	11201516	1	6.5	6.5	cover ground
9811201517	98	11201517	1	6.5	6.5	balance turns to be steadier in halt
9912201501	99	12201501	1	8	8	straight halt
9912201502	99	12201502	1	7.5	7.5	very steady and balanced
9912201503	99	12201503	1	7	7	NA
9912201504	99	12201504	1	8	8	good position throughout
9912201505	99	12201505	1	7	7	must go to P
9912201506	99	12201506	1	7	7	NA
9912201507	99	12201507	1	7	7	haunches lag
9912201508	99	12201508	1	7	7	NA
9912201509	99	12201509	2	7	14	stretches willingly
9912201510	99	12201510	1	7	7	NA
9912201511	99	12201511	1	6.5	6.5	slightly small O
9912201512	99	12201512	2	7	14	energetic strides
9912201513	99	12201513	1	6	6	could show better transition
9912201514	99	12201514	1	7	7	NA
9912201515	99	12201515	1	7	7	NA
9912201516	99	12201516	1	7	7	fluid bending
9912201517	99	12201517	2	7	14	energetic strides
9912201518	99	12201518	1	7	7	better transition
9912201519	99	12201519	1	6	6	transition after M
9912201520	99	12201520	2	6.5	13	maintain better connection in stretch
9912201521	99	12201521	1	8	8	straight halt
10012201501	100	12201501	1	6.5	6.5	steady into halt keep the contact
10012201502	100	12201502	1	6.5	6.5	cover ground show more energy
10012201503	100	12201503	1	7	7	balanced
10012201504	100	12201504	1	7	7	steady rhythm kept straight
10012201505	100	12201505	1	6.5	6.5	conservative ride to P not F be more accurate
10012201506	100	12201506	1	7	7	NA
10012201507	100	12201507	1	7	7	NA
10012201508	100	12201508	1	7	7	smooth transition 
10012201509	100	12201509	2	6.5	13	encourage march forward cover ground reach
10012201510	100	12201510	1	7	7	willing transition
10012201511	100	12201511	1	7	7	balanced
10012201512	100	12201512	2	7	14	active and fluid
10012201513	100	12201513	1	7	7	NA
10012201514	100	12201514	1	7	7	accurately ridden
10012201515	100	12201515	1	7	7	willing to C
10012201516	100	12201516	1	7	7	nicely balanced
10012201517	100	12201517	2	6.5	13	more energy
10012201518	100	12201518	1	7	7	NA
10012201519	100	12201519	1	7	7	could prepare more
10012201520	100	12201520	2	6.5	13	ride forward into more consistent stretch with nose forward
10012201521	100	12201521	1	6	6	not square keep the contact
10111201501	101	11201501	1	7	7	stumble into halt
10111201502	101	11201502	1	7	7	rhythmic
10111201503	101	11201503	1	8	8	steady
10111201504	101	11201504	2	7	14	willing should bend in body
10111201505	101	11201505	1	3	3	very naughty explosive well ridden :) 
10111201506	101	11201506	1	7	7	more march
10111201507	101	11201507	2	5.5	11	should stretch more down
10111201508	101	11201508	2	6	12	drops neck at canter
10111201509	101	11201509	1	6.5	6.5	conservative
10111201510	101	11201510	1	6	6	small show transition
10111201511	101	11201511	1	6.5	6.5	some tension at X
10111201512	101	11201512	1	6.5	6.5	use corner
10111201513	101	11201513	1	6	6	curls neck more energy
10111201514	101	11201514	1	7	7	balanced needs transition
10111201515	101	11201515	1	7	7	NA
10111201516	101	11201516	1	6	6	more uphill thrust
10111201517	101	11201517	1	7	7	NA
10212201501	102	12201501	1	6.5	6.5	could be _ at X
10212201502	102	12201502	1	6	6	rhythm change near centerline
10212201503	102	12201503	1	7	7	NA
10212201504	102	12201504	1	7	7	more crossing but uphill
10212201505	102	12201505	1	7	7	NA
10212201506	102	12201506	1	7	7	NA
10212201507	102	12201507	1	7	7	more crossing  
10212201508	102	12201508	1	7	7	more uphill
10212201509	102	12201509	2	6.5	13	needs consistent stretch
10212201510	102	12201510	1	6.5	6.5	more balance in trot
10212201511	102	12201511	1	6.5	6.5	curls neck in beginning
10212201512	102	12201512	2	6.5	13	more length
10212201513	102	12201513	1	7	7	NA
10212201514	102	12201514	1	7	7	a little sticky at X but _
10212201515	102	12201515	1	7	7	NA
10212201516	102	12201516	1	8	8	nA
10212201517	102	12201517	2	7	14	lengthen topline
10212201518	102	12201518	1	7	7	NA
10212201519	102	12201519	1	7	7	use corner
10212201520	102	12201520	2	7.5	15	curls in beginning then good
10212201521	102	12201521	1	7	7	NA
10311201501	103	11201501	1	6	6	hind legs crossed prompt depart
10311201502	103	11201502	1	5	5	disobedient beginning
10311201503	103	11201503	1	7.5	7.5	fairly balanced
10311201504	103	11201504	2	7.5	15	be more consistent in stretch
10311201505	103	11201505	1	6.5	6.5	clear effort step more under behind
10311201506	103	11201506	1	7	7	fairly smooth
10311201507	103	11201507	2	7.6	15.2	clear rhythm could swing more through back
10311201508	103	11201508	2	7	14	rounder into canter
10311201509	103	11201509	1	6	6	straight but conservative
10311201510	103	11201510	1	7	7	NA
10311201511	103	11201511	1	7.5	7.5	NA
10311201512	103	11201512	1	7	7	fairly prompt
10311201513	103	11201513	1	7	7	NA
10311201514	103	11201514	1	7	7	circle could be rounder but balanced
10311201515	103	11201515	1	7	7	NA
10311201516	103	11201516	1	7.5	7.5	nicely balanced
10311201517	103	11201517	1	6	6	not quite straight
10413201501	104	13201501	1	6	6	haunches slightly left
10413201502	104	13201502	1	7	7	balanced could have more thrust
10413201503	104	13201503	1	8	8	quite fluid
10413201504	104	13201504	1	7.5	7.5	NA
10413201505	104	13201505	2	7	14	willing stretch could be more consistent
10413201506	104	13201506	1	7	7	NA
10413201507	104	13201507	2	7	14	not quite square but balanced
10413201508	104	13201508	1	7	7	could have more bend this way
10413201509	104	13201509	1	7	7	NA
10413201510	104	13201510	2	7	14	could stretch more forward and downward
10413201511	104	13201511	1	7	7	fairly prompt
10413201512	104	13201512	1	8	8	nicely balanced
10413201513	104	13201513	1	7	7	cutting corner at M
10413201514	104	13201514	1	7	7	NA
10413201515	104	13201515	2	7.6	15.2	fairly balanced
10413201516	104	13201516	1	7	7	could be straighter
10413201517	104	13201517	1	4	4	disobedient  
10413201518	104	13201518	1	7.5	7.5	fairly straight
10413201519	104	13201519	1	6.5	6.5	more clear at R
10413201520	104	13201520	2	7.5	15	NA
10413201521	104	13201521	1	7	7	NA
10413201522	104	13201522	1	6	6	not quite straight
10512201501	105	12201501	1	6	6	haunches left 
10512201502	105	12201502	1	7	7	fairly balanced
10512201503	105	12201503	1	7	7	NA
10512201504	105	12201504	1	8	8	NA
10512201505	105	12201505	1	7.5	7.5	hind legs could step more under
10512201506	105	12201506	1	7	7	could have more bend
10512201507	105	12201507	1	8	8	NA
10512201508	105	12201508	1	7	7	maintain forward in walk
10512201509	105	12201509	2	7.5	15	elastic walk could march more forward
10512201510	105	12201510	1	7	7	fairly prompt
10512201511	105	12201511	1	7.5	7.5	fairly balanced
10512201512	105	12201512	2	7	14	straight and clear (cross canter steps)
10512201513	105	12201513	1	7	7	NA
10512201514	105	12201514	1	7	7	NA
10512201515	105	12201515	1	7	7	NA
10512201516	105	12201516	1	8	8	nicely balanced
10512201517	105	12201517	2	8	16	NA
10512201518	105	12201518	1	7.5	7.5	NA
10512201519	105	12201519	1	7	7	NA
10512201520	105	12201520	2	8	16	willing correct stretch
10512201521	105	12201521	1	6	6	haunches right
10613201501	106	13201501	1	6	6	haunches left 
10613201502	106	13201502	1	7	7	could have more thrust
10613201503	106	13201503	1	8	8	quite fluid
10613201504	106	13201504	1	8	8	NA
10613201505	106	13201505	2	7	14	could stretch more out as well as down
10613201506	106	13201506	1	7	7	on inside shoulder
10613201507	106	13201507	2	6	12	stepped back prompt out
10613201508	106	13201508	1	7	7	NA
10613201509	106	13201509	1	7	7	maintain activity in walk
10613201510	106	13201510	2	7	14	could stretch more  
10613201511	106	13201511	1	7	7	more forward into cante
10613201512	106	13201512	1	7	7	rNA
10613201513	106	13201513	1	7	7	fairly straight could risk more
10613201514	106	13201514	1	7	7	NA
10613201515	106	13201515	2	7.5	15	fairly balanced
10613201516	106	13201516	1	7	7	fairly straight  
10613201517	106	13201517	1	7.5	7.5	some tension in neck
10613201518	106	13201518	1	8	8	NA
10613201519	106	13201519	1	4	4	resistance in corner 3 feet out then carried on
10613201520	106	13201520	2	7.5	15	fairly balanced
10613201521	106	13201521	1	7	7	NA
10613201522	106	13201522	1	6	6	NA
10731201901	107	31201901	1	8	8	straight
10731201902	107	31201902	1	7	7	nicely maintained gets a bit quick
10731201903	107	31201903	2	7	14	smooth good energy
10731201904	107	31201904	1	6.5	6.5	tilting
10731201905	107	31201905	2	6.5	13	shortens topline second half
10731201906	107	31201906	1	8	8	nicely forward and balanced
10731201907	107	31201907	2	8	16	good halt clear steps but could be bigger steps
10731201908	107	31201908	2	6.5	13	needs to stretch to contact and be better over back
10731201909	107	31201909	1	9	9	NA
10731201910	107	31201910	1	8	8	slight hesitation
10731201911	107	31201911	2	7.5	15	rhythmic short in neck at transition
10731201912	107	31201912	1	8	8	uphill
10731201913	107	31201913	1	7.5	7.5	transition needs clarity shortens topline in downward transition
10731201914	107	31201914	1	8	8	balanced
10731201915	107	31201915	2	7	14	nice jump
10731201916	107	31201916	1	7	7	stays short in neck
10731201917	107	31201917	1	4	4	lost lead in downward
10731201918	107	31201918	1	7	7	little short in neck
10731201919	107	31201919	2	5	10	early behind
10731201920	107	31201920	1	6.5	6.5	too restricted in transition
10731201921	107	31201921	1	6.5	6.5	needs uphill balance short in neck
10731201922	107	31201922	1	6.5	6.5	NA
10731201923	107	31201923	1	8	8	NA
10833201901	108	33201901	1	8	8	nicely forward could be straighter after X
10833201902	108	33201902	1	7	7	a littel out behind ()
10833201903	108	33201903	1	8	8	well maintained nice cadenced steps
10833201904	108	33201904	1	7	7	more forward through turns
10833201905	108	33201905	2	6.5	13	shortening topline 
10833201906	108	33201906	1	7	7	fades in second half
10833201907	108	33201907	1	7	7	more defined
10833201908	108	33201908	2	6	12	crooked hesitant
10833201909	108	33201909	1	8	8	good bend
10833201910	108	33201910	1	6	6	not straight on centerline
10833201911	108	33201911	2	6	12	shortens neck lacking bend
10833201912	108	33201912	1	8	8	stays active maintains bend
10833201913	108	33201913	1	7	7	shortens topline  
10833201914	108	33201914	2	7	14	could be more consistent
10833201915	108	33201915	2	6.5	13	needs more overstep and stretch
10833201916	108	33201916	1	7	7	prompt
10833201917	108	33201917	2	6	12	not parallel unsteady ()
10833201918	108	33201918	2	8	16	nicely through
10833201919	108	33201919	2	6	12	angle varied not quite to X
10833201920	108	33201920	2	6.5	13	needs to be straighter a bit hollow but clean
10833201921	108	33201921	1	8	8	nicely uphill neck a little short
10833201922	108	33201922	1	6.5	6.5	hollowing in downward transition
10833201923	108	33201923	1	6	6	drops back shortens neck
10833201924	108	33201924	1	8	8	some inattention but stays straight
10931201901	109	31201901	1	7.5	7.5	NA
10931201902	109	31201902	1	7	7	alignment cadence
10931201903	109	31201903	2	6.5	13	losing impulsion/bend
10931201904	109	31201904	1	6.5	6.5	shallow alignment
10931201905	109	31201905	2	6.5	13	more suppleness
10931201906	109	31201906	1	7	7	hind legs more under
10931201907	109	31201907	2	6.5	13	hesitant small steps
10931201908	109	31201908	2	7	14	more ground cover
10931201909	109	31201909	1	7	7	more activity
10931201910	109	31201910	1	6.5	6.5	stalls
10931201911	109	31201911	2	7	14	sustain march
10931201912	109	31201912	1	7.5	7.5	NA
10931201913	109	31201913	1	6.5	6.5	cautious
10931201914	109	31201914	1	7	7	engagement jumps
10931201915	109	31201915	2	7.5	15	NA
10931201916	109	31201916	1	7	7	go more 
10931201917	109	31201917	1	7	7	clarity
10931201918	109	31201918	1	7.5	7.5	NA
10931201919	109	31201919	2	7.5	15	NA
10931201920	109	31201920	1	7.5	7.5	balance
10931201921	109	31201921	1	7	7	cadenced more reach
10931201922	109	31201922	1	7	7	NA
10931201923	109	31201923	1	8	8	NA
11033201901	110	33201901	1	7	7	balanced halt
11033201902	110	33201902	1	7	7	self carriage engagement
11033201903	110	33201903	1	6.5	6.5	alignment carries
11033201904	110	33201904	1	7	7	accurate more cadence
11033201905	110	33201905	2	7	14	more quarters
11033201906	110	33201906	1	7	7	short in neck
11033201907	110	33201907	1	7	7	to sustain effort
11033201908	110	33201908	2	6	12	small hesitant steps
11033201909	110	33201909	1	7	7	more elastic
11033201910	110	33201910	1	7	7	cadence  
11033201911	110	33201911	2	7	14	more quarters
11033201912	110	33201912	1	4	4	stuck
11033201913	110	33201913	1	4	4	stuck
11033201914	110	33201914	2	7	14	activity
11033201915	110	33201915	2	6.5	13	limited with overstep
11033201916	110	33201916	1	7.5	7.5	NA
11033201917	110	33201917	2	7	14	bend around inside leg
11033201918	110	33201918	2	7	14	connection
11033201919	110	33201919	2	7.5	15	better positioning 
11033201920	110	33201920	2	7	14	clean changes drops before turn
11033201921	110	33201921	1	7	7	more volume
11033201922	110	33201922	1	7	7	clarity
11033201923	110	33201923	1	4	4	anticipates twice
11033201924	110	33201924	1	7	7	NA
